delivery_id,distance_km,package_weight_kg,vehicle_type,traffic_level,weather_condition,driver_experience_years,delivery_hour,delivery_time_minutes,delay_status,delayed,is_peak_hour,heavy_package,distance_category,driver_experience_level
DLV588,1.0,16,Van,High,Rainy,4,6,59.0,0,0,0,0,Short,Intermediate
DLV589,26.0,6,Truck,Low,Clear,0,22,70.0,0,0,0,0,Long,Beginner
DLV590,26.0,8,Bike,Medium,Foggy,8,18,105.0,1,1,1,0,Long,Experienced
DLV591,1.0,18,Truck,High,Stormy,6,8,92.0,1,1,1,0,Short,Experienced
DLV592,15.0,12,Van,Medium,Stormy,1,6,90.5,1,1,0,0,Medium,Beginner
DLV593,2.0,15,Bike,Medium,Foggy,5,9,55.5,0,0,1,0,Short,Intermediate
DLV594,30.0,9,Truck,High,Clear,1,18,126.5,1,1,1,0,Long,Beginner
DLV595,22.0,13,Truck,High,Foggy,0,22,117.0,1,1,0,0,Long,Beginner
DLV596,16.0,15,Truck,Medium,Rainy,6,16,86.0,1,0,1,0,Medium,Experienced
DLV597,25.0,10,Van,High,Clear,1,7,116.5,1,1,1,0,Long,Beginner
DLV598,8.0,16,Van,Medium,Clear,1,21,50.5,0,0,0,0,Medium,Beginner
DLV599,13.0,7,Truck,Medium,Clear,10,7,63.0,0,0,1,0,Medium,Experienced
DLV600,21.0,17,Bike,High,Stormy,4,21,114.0,1,1,0,0,Long,Intermediate
DLV601,1.0,7,Bike,Low,Foggy,4,14,31.0,0,0,0,0,Short,Intermediate
DLV602,16.0,14,Van,High,Clear,6,6,74.0,1,0,0,0,Medium,Experienced
DLV603,29.0,15,Bike,Low,Clear,0,15,83.0,1,0,0,0,Long,Beginner
DLV604,7.0,7,Van,Medium,Clear,7,6,34.5,0,0,0,0,Medium,Experienced
DLV605,5.0,9,Truck,Medium,Foggy,2,7,72.0,1,0,1,0,Short,Intermediate
DLV606,22.0,19,Van,Low,Stormy,3,21,94.5,1,1,0,0,Long,Intermediate
DLV607,29.0,16,Van,Medium,Rainy,8,17,111.0,1,1,1,0,Long,Experienced
DLV608,23.0,8,Truck,Low,Stormy,3,13,89.5,1,0,0,0,Long,Intermediate
DLV609,3.0,18,Bike,Low,Clear,9,7,45.5,0,0,1,0,Short,Experienced
DLV610,12.0,18,Van,Medium,Stormy,4,18,102.0,1,1,1,0,Medium,Intermediate
DLV611,26.0,20,Van,Low,Stormy,6,11,98.0,1,1,0,0,Long,Experienced
DLV612,16.0,7,Truck,High,Rainy,3,11,85.5,1,0,0,0,Medium,Intermediate
DLV613,19.0,3,Bike,High,Foggy,0,14,94.0,1,1,0,0,Medium,Beginner
DLV614,5.0,18,Van,Medium,Foggy,8,21,58.0,0,0,0,0,Short,Experienced
DLV615,22.0,10,Truck,Medium,Stormy,3,16,112.5,1,1,1,0,Long,Intermediate
DLV616,25.0,7,Van,Low,Stormy,8,12,85.0,1,0,0,0,Long,Experienced
DLV617,29.0,17,Truck,Low,Foggy,5,15,100.5,1,1,0,0,Long,Intermediate
DLV618,14.0,14,Bike,Low,Foggy,0,15,71.0,1,0,0,0,Medium,Beginner
DLV619,28.0,3,Bike,Low,Rainy,2,14,79.0,1,0,0,0,Long,Intermediate
DLV620,5.0,12,Bike,High,Clear,10,20,49.0,0,0,0,0,Short,Experienced
DLV621,15.0,13,Bike,High,Stormy,1,9,109.5,1,1,1,0,Medium,Beginner
DLV622,17.0,2,Van,Medium,Foggy,8,13,62.0,0,0,0,0,Medium,Experienced
DLV623,30.0,3,Van,Low,Stormy,0,14,100.0,1,1,0,0,Long,Beginner
DLV624,14.0,5,Bike,Low,Stormy,8,18,78.0,1,0,1,0,Medium,Experienced
DLV625,30.0,11,Bike,Medium,Foggy,8,14,98.0,1,1,0,0,Long,Experienced
DLV626,20.0,8,Bike,Low,Rainy,7,9,58.5,0,0,1,0,Medium,Experienced
DLV627,5.0,12,Van,Low,Stormy,7,22,55.5,0,0,0,0,Short,Experienced
DLV628,12.0,7,Bike,Low,Rainy,10,21,44.0,0,0,0,0,Medium,Experienced
DLV629,16.0,15,Bike,Low,Foggy,0,20,74.0,1,0,0,0,Medium,Beginner
DLV630,26.0,17,Bike,Low,Clear,10,8,80.0,1,0,1,0,Long,Experienced
DLV631,26.0,4,Truck,Medium,Clear,7,10,65.5,0,0,0,0,Long,Experienced
DLV632,16.0,13,Bike,Low,Stormy,9,10,73.5,1,0,0,0,Medium,Experienced
DLV633,21.0,18,Truck,Medium,Foggy,2,20,102.0,1,1,0,0,Long,Intermediate
DLV634,7.0,1,Truck,Low,Rainy,10,20,22.0,0,0,0,0,Medium,Experienced
DLV635,4.0,16,Bike,High,Stormy,6,7,96.0,1,1,1,0,Short,Experienced
DLV636,1.0,13,Truck,High,Foggy,10,18,65.0,0,0,1,0,Short,Experienced
DLV637,30.0,10,Bike,High,Foggy,0,9,120.0,1,1,1,0,Long,Beginner
DLV638,30.0,12,Van,High,Rainy,0,15,125.0,1,1,0,0,Long,Beginner
DLV639,5.0,2,Van,Medium,Stormy,9,18,65.5,0,0,1,0,Short,Experienced
DLV640,23.0,3,Van,Medium,Foggy,4,15,80.0,1,0,0,0,Long,Intermediate
DLV641,26.0,10,Van,Low,Foggy,4,14,86.0,1,0,0,0,Long,Intermediate
DLV642,10.0,2,Truck,High,Foggy,7,13,71.5,1,0,0,0,Medium,Experienced
DLV643,22.0,13,Bike,Medium,Rainy,6,8,95.0,1,1,1,0,Long,Experienced
DLV644,5.0,13,Bike,Low,Stormy,7,21,50.5,0,0,0,0,Short,Experienced
DLV645,4.0,18,Bike,Low,Stormy,5,19,53.5,0,0,0,0,Short,Intermediate
DLV646,2.0,3,Van,Medium,Stormy,5,14,48.5,0,0,0,0,Short,Intermediate
DLV647,20.0,7,Van,High,Stormy,1,16,120.5,1,1,1,0,Medium,Beginner
DLV648,10.0,14,Bike,Low,Clear,5,8,51.5,0,0,1,0,Medium,Intermediate
DLV649,26.0,20,Van,High,Clear,4,10,110.0,1,1,0,0,Long,Intermediate
DLV650,19.0,17,Bike,High,Stormy,2,15,122.0,1,1,0,0,Medium,Intermediate
DLV651,26.0,12,Bike,High,Rainy,5,18,126.5,1,1,1,0,Long,Intermediate
DLV652,1.0,16,Bike,Low,Clear,7,9,23.5,0,0,1,0,Short,Experienced
DLV653,24.0,12,Bike,High,Foggy,8,18,118.0,1,1,1,0,Long,Experienced
DLV654,5.0,15,Bike,Low,Clear,0,17,51.0,0,0,1,0,Short,Beginner
DLV655,13.0,10,Bike,High,Foggy,2,10,93.0,1,1,0,0,Medium,Intermediate
DLV656,4.0,7,Bike,Low,Stormy,2,15,48.0,0,0,0,0,Short,Intermediate
DLV657,16.0,20,Van,High,Clear,10,14,82.0,1,0,0,0,Medium,Experienced
DLV658,24.0,5,Bike,Medium,Rainy,7,12,78.5,1,0,0,0,Long,Experienced
DLV659,16.0,1,Bike,High,Clear,0,7,83.0,1,0,1,0,Medium,Beginner
DLV660,23.0,17,Van,High,Clear,4,12,93.0,1,1,0,0,Long,Intermediate
DLV661,2.0,3,Van,Low,Clear,2,13,21.0,0,0,0,0,Short,Intermediate
DLV662,17.0,13,Van,Low,Stormy,1,12,85.5,1,0,0,0,Medium,Beginner
DLV663,28.0,14,Bike,High,Rainy,7,19,105.5,1,1,0,0,Long,Experienced
DLV664,27.0,18,Truck,Medium,Clear,2,10,95.0,1,1,0,0,Long,Intermediate
DLV665,20.0,4,Truck,Medium,Rainy,6,17,83.0,1,0,1,0,Medium,Experienced
DLV666,24.0,18,Van,Low,Stormy,10,22,87.0,1,0,0,0,Long,Experienced
DLV667,12.0,5,Truck,Medium,Foggy,0,18,84.0,1,0,1,0,Medium,Beginner
DLV668,18.0,16,Van,High,Clear,5,7,104.5,1,1,1,0,Medium,Intermediate
DLV669,3.0,1,Bike,Low,Rainy,2,18,47.0,0,0,1,0,Short,Intermediate
DLV670,28.0,14,Truck,High,Rainy,7,12,114.5,1,1,0,0,Long,Experienced
DLV671,1.0,15,Bike,Low,Stormy,5,15,52.5,0,0,0,0,Short,Intermediate
DLV672,1.0,9,Truck,Low,Clear,1,11,26.5,0,0,0,0,Short,Beginner
DLV673,29.0,15,Bike,Low,Foggy,5,8,107.5,1,1,1,0,Long,Intermediate
DLV674,19.0,17,Truck,Low,Rainy,6,8,83.0,1,0,1,0,Medium,Experienced
DLV675,11.0,4,Bike,Medium,Clear,4,16,56.0,0,0,1,0,Medium,Intermediate
DLV676,5.0,12,Bike,High,Foggy,2,10,73.0,1,0,0,0,Short,Intermediate
DLV677,12.0,5,Truck,High,Rainy,3,20,72.5,1,0,0,0,Medium,Intermediate
DLV678,3.0,5,Bike,High,Rainy,3,21,57.5,0,0,0,0,Short,Intermediate
DLV679,1.0,11,Bike,Low,Foggy,5,14,33.5,0,0,0,0,Short,Intermediate
DLV680,1.0,6,Bike,Medium,Foggy,9,9,37.5,0,0,1,0,Short,Experienced
DLV681,8.0,7,Truck,High,Stormy,0,20,84.0,1,0,0,0,Medium,Beginner
DLV682,10.0,14,Truck,Medium,Clear,10,17,64.0,0,0,1,0,Medium,Experienced
DLV683,11.0,11,Bike,Low,Clear,3,8,58.5,0,0,1,0,Medium,Intermediate
DLV684,12.0,13,Bike,High,Stormy,9,19,89.5,1,0,0,0,Medium,Experienced
DLV685,29.0,2,Truck,Medium,Rainy,3,22,88.5,1,0,0,0,Long,Intermediate
DLV686,13.0,7,Truck,Low,Foggy,9,11,49.5,0,0,0,0,Medium,Experienced
DLV687,12.0,20,Bike,Medium,Foggy,0,9,85.0,1,0,1,0,Medium,Beginner
DLV688,14.0,4,Bike,High,Foggy,8,12,73.0,1,0,0,0,Medium,Experienced
DLV689,2.0,8,Bike,High,Rainy,3,22,59.5,0,0,0,0,Short,Intermediate
DLV690,29.0,20,Van,Low,Foggy,6,21,102.0,1,1,0,0,Long,Experienced
DLV691,19.0,19,Truck,Low,Foggy,2,20,79.0,1,0,0,0,Medium,Intermediate
DLV692,18.0,13,Van,Low,Stormy,9,13,76.5,1,0,0,0,Medium,Experienced
DLV693,3.0,14,Truck,Medium,Rainy,2,13,55.0,0,0,0,0,Short,Intermediate
DLV694,23.0,10,Truck,Medium,Clear,7,21,74.5,1,0,0,0,Long,Experienced
DLV695,17.0,11,Truck,Medium,Stormy,7,15,83.5,1,0,0,0,Medium,Experienced
DLV696,26.0,2,Truck,Low,Stormy,10,22,75.0,1,0,0,0,Long,Experienced
DLV697,8.0,9,Truck,High,Clear,0,18,84.0,1,0,1,0,Medium,Beginner
DLV698,29.0,17,Truck,High,Stormy,9,18,141.5,1,1,1,0,Long,Experienced
DLV699,26.0,3,Truck,Medium,Rainy,1,12,89.5,1,0,0,0,Long,Beginner
DLV700,10.0,6,Van,Medium,Foggy,7,15,51.5,0,0,0,0,Medium,Experienced
DLV701,26.0,5,Bike,High,Rainy,0,7,118.0,1,1,1,0,Long,Beginner
DLV702,30.0,5,Bike,High,Clear,7,9,98.5,1,1,1,0,Long,Experienced
DLV703,2.0,15,Van,Medium,Clear,7,11,37.5,0,0,0,0,Short,Experienced
DLV704,19.0,17,Van,Medium,Stormy,1,11,98.5,1,1,0,0,Medium,Beginner
DLV705,9.0,9,Van,High,Rainy,3,22,70.5,1,0,0,0,Medium,Intermediate
DLV706,7.0,3,Van,Low,Rainy,5,19,35.5,0,0,0,0,Medium,Intermediate
DLV707,4.0,20,Truck,Medium,Clear,10,16,56.0,0,0,1,0,Short,Experienced
DLV708,26.0,17,Bike,High,Rainy,8,7,119.0,1,1,1,0,Long,Experienced
DLV709,21.0,10,Truck,High,Clear,7,8,101.5,1,1,1,0,Long,Experienced
DLV710,18.0,3,Bike,High,Rainy,7,16,94.5,1,1,1,0,Medium,Experienced
DLV711,13.0,18,Bike,High,Rainy,6,11,86.0,1,0,0,0,Medium,Experienced
DLV712,11.0,18,Van,Low,Rainy,8,19,54.0,0,0,0,0,Medium,Experienced
DLV713,29.0,17,Truck,High,Clear,1,21,109.5,1,1,0,0,Long,Beginner
DLV714,24.0,3,Van,Medium,Stormy,2,12,98.0,1,1,0,0,Long,Intermediate
DLV715,4.0,3,Truck,Low,Rainy,9,13,18.5,0,0,0,0,Short,Experienced
DLV716,25.0,6,Bike,High,Clear,7,21,85.5,1,0,0,0,Long,Experienced
DLV717,21.0,13,Van,Low,Clear,5,12,66.5,0,0,0,0,Long,Intermediate
DLV718,29.0,15,Van,Medium,Rainy,9,14,91.5,1,1,0,0,Long,Experienced
DLV719,25.0,9,Bike,High,Rainy,8,18,108.0,1,1,1,0,Long,Experienced
DLV720,4.0,4,Bike,Medium,Stormy,9,6,48.5,0,0,0,0,Short,Experienced
DLV721,10.0,14,Bike,High,Clear,3,13,65.5,0,0,0,0,Medium,Intermediate
DLV722,5.0,5,Van,High,Clear,7,9,43.5,0,0,1,0,Short,Experienced
DLV723,9.0,2,Truck,High,Foggy,9,8,72.5,1,0,1,0,Medium,Experienced
DLV724,24.0,11,Van,High,Clear,2,8,108.0,1,1,1,0,Long,Intermediate
DLV725,3.0,9,Truck,High,Stormy,2,18,89.0,1,0,1,0,Short,Intermediate
DLV726,17.0,3,Van,Low,Foggy,7,13,56.5,0,0,0,0,Medium,Experienced
DLV727,3.0,9,Van,High,Foggy,4,12,64.0,0,0,0,0,Short,Intermediate
DLV728,16.0,3,Bike,High,Foggy,2,6,91.0,1,1,0,0,Medium,Intermediate
DLV729,4.0,2,Truck,Low,Rainy,9,21,18.5,0,0,0,0,Short,Experienced
DLV730,18.0,12,Van,Low,Rainy,10,11,55.0,0,0,0,0,Medium,Experienced
DLV731,17.0,10,Van,Low,Clear,0,12,54.0,0,0,0,0,Medium,Beginner
DLV732,7.0,9,Bike,Low,Foggy,2,17,66.0,0,0,1,0,Medium,Intermediate
DLV733,24.0,15,Bike,Low,Stormy,8,14,93.0,1,1,0,0,Long,Experienced
DLV734,23.0,8,Truck,Low,Rainy,4,16,84.0,1,0,1,0,Long,Intermediate
DLV735,30.0,5,Van,High,Stormy,9,15,114.5,1,1,0,0,Long,Experienced
DLV736,5.0,11,Truck,High,Stormy,1,6,88.5,1,0,0,0,Short,Beginner
DLV737,12.0,2,Van,Medium,Rainy,6,9,53.0,0,0,1,0,Medium,Experienced
DLV738,17.0,15,Truck,High,Rainy,1,10,99.5,1,1,0,0,Medium,Beginner
DLV739,23.0,6,Bike,High,Rainy,3,14,92.5,1,1,0,0,Long,Intermediate
DLV740,13.0,8,Van,Low,Rainy,6,22,48.0,0,0,0,0,Medium,Experienced
DLV741,23.0,5,Truck,Low,Foggy,3,8,91.5,1,1,1,0,Long,Intermediate
DLV742,25.0,16,Bike,High,Foggy,6,21,109.0,1,1,0,0,Long,Experienced
DLV743,3.0,18,Bike,Medium,Foggy,6,10,54.0,0,0,0,0,Short,Experienced
DLV744,9.0,6,Truck,Low,Foggy,0,21,58.0,0,0,0,0,Medium,Beginner
DLV745,30.0,5,Van,High,Clear,5,8,115.5,1,1,1,0,Long,Intermediate
DLV746,17.0,16,Van,High,Foggy,8,20,98.0,1,1,0,0,Medium,Experienced
DLV747,17.0,13,Bike,Medium,Rainy,1,8,92.5,1,1,1,0,Medium,Beginner
DLV748,30.0,5,Van,Medium,Stormy,2,19,111.0,1,1,0,0,Long,Intermediate
DLV749,20.0,13,Van,Low,Foggy,9,21,71.5,1,0,0,0,Medium,Experienced
DLV750,16.0,17,Van,Medium,Clear,4,22,68.0,0,0,0,0,Medium,Intermediate
DLV751,25.0,18,Bike,High,Rainy,8,19,104.0,1,1,0,0,Long,Experienced
DLV752,22.0,8,Truck,High,Stormy,3,20,114.5,1,1,0,0,Long,Intermediate
DLV753,13.0,13,Van,Medium,Stormy,0,20,94.0,1,1,0,0,Medium,Beginner
DLV754,27.0,19,Bike,Medium,Foggy,3,11,105.5,1,1,0,0,Long,Intermediate
DLV755,19.0,3,Bike,Medium,Stormy,5,20,80.5,1,0,0,0,Medium,Intermediate
DLV756,17.0,8,Truck,Medium,Foggy,4,9,74.0,1,0,1,0,Medium,Intermediate
DLV757,4.0,2,Van,Low,Foggy,0,13,43.0,0,0,0,0,Short,Beginner
DLV758,12.0,8,Van,Medium,Rainy,3,20,61.5,0,0,0,0,Medium,Intermediate
DLV759,29.0,13,Truck,Low,Rainy,5,8,105.5,1,1,1,0,Long,Intermediate
DLV760,9.0,13,Truck,High,Clear,9,20,57.5,0,0,0,0,Medium,Experienced
DLV761,19.0,1,Bike,Medium,Rainy,9,18,72.5,1,0,1,0,Medium,Experienced
DLV762,12.0,6,Bike,Low,Rainy,3,14,52.5,0,0,0,0,Medium,Intermediate
DLV763,9.0,19,Truck,Medium,Foggy,8,7,83.0,1,0,1,0,Medium,Experienced
DLV764,7.0,16,Van,High,Rainy,4,13,76.0,1,0,0,0,Medium,Intermediate
DLV765,28.0,8,Bike,High,Foggy,7,22,106.5,1,1,0,0,Long,Experienced
DLV766,14.0,1,Bike,High,Foggy,8,18,92.0,1,1,1,0,Medium,Experienced
DLV767,20.0,16,Van,Medium,Rainy,9,6,77.5,1,0,0,0,Medium,Experienced
DLV768,19.0,9,Bike,Medium,Clear,4,7,76.0,1,0,1,0,Medium,Intermediate
DLV769,26.0,13,Van,Low,Clear,5,20,70.5,1,0,0,0,Long,Intermediate
DLV770,15.0,11,Van,High,Stormy,0,17,123.0,1,1,1,0,Medium,Beginner
DLV771,16.0,13,Van,Medium,Stormy,10,19,75.0,1,0,0,0,Medium,Experienced
DLV772,21.0,10,Truck,High,Rainy,6,7,105.0,1,1,1,0,Long,Experienced
DLV773,5.0,4,Truck,High,Clear,3,12,44.5,0,0,0,0,Short,Intermediate
DLV774,3.0,6,Truck,Low,Foggy,10,11,30.0,0,0,0,0,Short,Experienced
DLV775,12.0,7,Van,Low,Stormy,1,19,65.5,0,0,0,0,Medium,Beginner
DLV776,25.0,5,Van,Low,Foggy,4,13,82.0,1,0,0,0,Long,Intermediate
DLV777,20.0,11,Truck,Low,Stormy,2,7,101.0,1,1,1,0,Medium,Intermediate
DLV778,27.0,13,Bike,High,Rainy,5,22,105.5,1,1,0,0,Long,Intermediate
DLV779,21.0,19,Van,Low,Clear,7,10,63.5,0,0,0,0,Long,Experienced
DLV780,4.0,10,Bike,Low,Stormy,6,19,54.0,0,0,0,0,Short,Experienced
DLV781,21.0,10,Bike,Low,Clear,2,8,84.0,1,0,1,0,Long,Intermediate
DLV782,23.0,11,Van,Low,Foggy,7,10,80.5,1,0,0,0,Long,Experienced
DLV783,16.0,7,Van,High,Rainy,1,21,87.5,1,0,0,0,Medium,Beginner
DLV784,25.0,18,Bike,Low,Clear,9,22,74.5,1,0,0,0,Long,Experienced
DLV785,7.0,4,Bike,High,Rainy,8,16,72.0,1,0,1,0,Medium,Experienced
DLV786,13.0,2,Truck,Medium,Clear,3,22,45.5,0,0,0,0,Medium,Intermediate
DLV787,21.0,14,Truck,High,Foggy,0,21,108.0,1,1,0,0,Long,Beginner
DLV788,10.0,13,Van,High,Foggy,7,7,96.5,1,1,1,0,Medium,Experienced
DLV789,26.0,12,Truck,Low,Rainy,6,9,82.0,1,0,1,0,Long,Experienced
DLV790,7.0,7,Truck,Medium,Foggy,10,12,45.0,0,0,0,0,Medium,Experienced
DLV791,14.0,2,Truck,Medium,Stormy,4,7,87.0,1,0,1,0,Medium,Intermediate
DLV792,26.0,13,Truck,Medium,Clear,9,11,77.5,1,0,0,0,Long,Experienced
DLV793,5.0,14,Bike,Medium,Foggy,4,22,59.0,0,0,0,0,Short,Intermediate
DLV794,3.0,17,Van,High,Stormy,6,12,82.0,1,0,0,0,Short,Experienced
DLV795,23.0,9,Truck,Medium,Rainy,4,10,87.0,1,0,0,0,Long,Intermediate
DLV796,29.0,17,Bike,High,Stormy,7,10,128.5,1,1,0,0,Long,Experienced
DLV797,11.0,8,Bike,High,Rainy,10,21,67.0,0,0,0,0,Medium,Experienced
DLV798,11.0,2,Bike,High,Rainy,5,14,70.5,1,0,0,0,Medium,Intermediate
DLV799,18.0,13,Truck,Medium,Clear,4,10,63.0,0,0,0,0,Medium,Intermediate
DLV800,15.0,3,Truck,Low,Clear,8,13,39.0,0,0,0,0,Medium,Experienced
DLV801,12.0,16,Van,Low,Stormy,10,14,67.0,0,0,0,0,Medium,Experienced
DLV802,9.0,6,Truck,Medium,Clear,1,10,47.5,0,0,0,0,Medium,Beginner
DLV803,10.0,19,Truck,Low,Clear,0,15,51.0,0,0,0,0,Medium,Beginner
DLV804,26.0,7,Bike,Low,Clear,7,7,75.5,1,0,1,0,Long,Experienced
DLV805,12.0,10,Van,High,Stormy,2,14,98.0,1,1,0,0,Medium,Intermediate
DLV806,17.0,9,Truck,High,Foggy,10,16,97.0,1,1,1,0,Medium,Experienced
DLV807,29.0,2,Truck,Medium,Clear,6,9,80.0,1,0,1,0,Long,Experienced
DLV808,6.0,15,Bike,Medium,Clear,9,7,58.5,0,0,1,0,Medium,Experienced
DLV809,7.0,5,Bike,Low,Stormy,10,11,45.0,0,0,0,0,Medium,Experienced
DLV810,14.0,4,Truck,High,Foggy,7,19,75.5,1,0,0,0,Medium,Experienced
DLV811,13.0,20,Van,Medium,Clear,5,6,65.5,0,0,0,0,Medium,Intermediate
DLV812,8.0,4,Van,Medium,Rainy,9,12,45.5,0,0,0,0,Medium,Experienced
DLV813,10.0,18,Bike,Medium,Stormy,8,6,80.0,1,0,0,0,Medium,Experienced
DLV814,9.0,4,Bike,Medium,Clear,6,6,36.0,0,0,0,0,Medium,Experienced
DLV815,18.0,17,Truck,Medium,Clear,9,6,60.5,0,0,0,0,Medium,Experienced
DLV816,27.0,12,Bike,Medium,Rainy,4,9,92.0,1,1,1,0,Long,Intermediate
DLV817,26.0,17,Truck,Low,Rainy,7,9,85.5,1,0,1,0,Long,Experienced
DLV818,2.0,10,Van,High,Stormy,1,16,97.5,1,1,1,0,Short,Beginner
DLV819,5.0,1,Van,High,Stormy,6,6,68.0,0,0,0,0,Short,Experienced
DLV820,29.0,18,Truck,Medium,Rainy,3,15,102.5,1,1,0,0,Long,Intermediate
DLV821,5.0,18,Bike,High,Stormy,8,14,81.0,1,0,0,0,Short,Experienced
DLV822,6.0,14,Van,High,Rainy,0,9,79.0,1,0,1,0,Medium,Beginner
DLV823,19.0,15,Bike,High,Clear,6,11,82.0,1,0,0,0,Medium,Experienced
DLV824,8.0,12,Van,Medium,Rainy,5,21,58.5,0,0,0,0,Medium,Intermediate
DLV825,16.0,4,Truck,Medium,Rainy,7,7,71.5,1,0,1,0,Medium,Experienced
DLV826,13.0,3,Truck,High,Foggy,4,15,74.0,1,0,0,0,Medium,Intermediate
DLV827,1.0,20,Truck,High,Rainy,0,22,75.0,1,0,0,0,Short,Beginner
DLV828,22.0,12,Van,Medium,Rainy,0,18,107.0,1,1,1,0,Long,Beginner
DLV829,20.0,7,Bike,Low,Foggy,8,18,81.0,1,0,1,0,Medium,Experienced
DLV830,17.0,11,Bike,High,Stormy,9,22,91.5,1,1,0,0,Medium,Experienced
DLV831,7.0,1,Bike,Low,Foggy,5,10,42.5,0,0,0,0,Medium,Intermediate
DLV832,25.0,6,Van,High,Clear,9,16,97.5,1,1,1,0,Long,Experienced
DLV833,13.0,15,Van,Low,Foggy,4,12,66.0,0,0,0,0,Medium,Intermediate
DLV834,4.0,15,Van,Low,Clear,0,15,43.0,0,0,0,0,Short,Beginner
DLV835,4.0,19,Van,Low,Stormy,5,22,59.5,0,0,0,0,Short,Intermediate
DLV836,6.0,11,Van,Medium,Foggy,5,20,55.5,0,0,0,0,Medium,Intermediate
DLV837,28.0,2,Bike,Low,Foggy,2,7,96.0,1,1,1,0,Long,Intermediate
DLV838,19.0,14,Van,Low,Stormy,7,9,81.5,1,0,1,0,Medium,Experienced
DLV839,29.0,2,Van,Low,Clear,0,8,88.0,1,0,1,0,Long,Beginner
DLV840,12.0,4,Bike,High,Foggy,0,12,86.0,1,0,0,0,Medium,Beginner
DLV841,22.0,17,Van,Low,Clear,5,15,63.5,0,0,0,0,Long,Intermediate
DLV842,7.0,3,Bike,High,Foggy,9,12,60.5,0,0,0,0,Medium,Experienced
DLV843,27.0,13,Bike,Low,Rainy,0,13,91.0,1,1,0,0,Long,Beginner
DLV844,10.0,9,Truck,Low,Foggy,5,11,46.5,0,0,0,0,Medium,Intermediate
DLV845,26.0,7,Truck,Medium,Stormy,0,6,107.0,1,1,0,0,Long,Beginner
DLV846,19.0,15,Truck,High,Stormy,5,9,105.5,1,1,1,0,Medium,Intermediate
DLV847,7.0,11,Truck,Low,Clear,2,19,37.0,0,0,0,0,Medium,Intermediate
DLV848,30.0,20,Van,High,Foggy,7,22,120.5,1,1,0,0,Long,Experienced
DLV849,3.0,2,Truck,High,Clear,5,16,54.5,0,0,1,0,Short,Intermediate
DLV850,13.0,15,Bike,Medium,Clear,10,19,52.0,0,0,0,0,Medium,Experienced
DLV851,13.0,14,Van,Medium,Rainy,0,14,71.0,1,0,0,0,Medium,Beginner
DLV852,18.0,20,Truck,Medium,Rainy,4,20,85.0,1,0,0,0,Medium,Intermediate
DLV853,28.0,11,Bike,Medium,Stormy,7,17,121.5,1,1,1,0,Long,Experienced
DLV854,30.0,3,Van,Medium,Clear,2,15,84.0,1,0,0,0,Long,Intermediate
DLV855,26.0,17,Van,Medium,Stormy,5,11,110.5,1,1,0,0,Long,Intermediate
DLV856,20.0,12,Truck,Medium,Foggy,4,11,83.0,1,0,0,0,Medium,Intermediate
DLV857,28.0,15,Van,Medium,Clear,5,13,92.5,1,1,0,0,Long,Intermediate
DLV858,8.0,16,Bike,Low,Clear,9,6,37.5,0,0,0,0,Medium,Experienced
DLV859,29.0,5,Van,High,Foggy,0,22,123.0,1,1,0,0,Long,Beginner
DLV860,9.0,20,Bike,Medium,Foggy,6,22,65.0,0,0,0,0,Medium,Experienced
DLV861,7.0,6,Van,Medium,Stormy,8,20,59.0,0,0,0,0,Medium,Experienced
DLV862,1.0,19,Truck,High,Stormy,1,12,79.5,1,0,0,0,Short,Beginner
DLV863,3.0,5,Bike,Low,Foggy,9,8,42.5,0,0,1,0,Short,Experienced
DLV864,13.0,3,Van,High,Stormy,4,16,103.0,1,1,1,0,Medium,Intermediate
DLV865,28.0,1,Van,High,Foggy,9,14,95.5,1,1,0,0,Long,Experienced
DLV866,30.0,6,Van,Medium,Clear,3,15,82.5,1,0,0,0,Long,Intermediate
DLV867,25.0,15,Bike,High,Clear,5,7,108.5,1,1,1,0,Long,Intermediate
DLV868,28.0,2,Bike,High,Rainy,5,6,103.5,1,1,0,0,Long,Intermediate
DLV869,17.0,3,Bike,Medium,Clear,10,21,52.0,0,0,0,0,Medium,Experienced
DLV870,25.0,17,Truck,Medium,Foggy,1,22,104.5,1,1,0,0,Long,Beginner
DLV871,24.0,12,Truck,Medium,Stormy,1,11,109.5,1,1,0,0,Long,Beginner
DLV872,1.0,18,Bike,Medium,Rainy,3,19,49.5,0,0,0,0,Short,Intermediate
DLV873,6.0,15,Van,High,Stormy,0,20,93.0,1,1,0,0,Medium,Beginner
DLV874,21.0,12,Truck,High,Foggy,8,19,95.0,1,1,0,0,Long,Experienced
DLV875,6.0,16,Bike,Low,Clear,6,8,51.0,0,0,1,0,Medium,Experienced
DLV876,26.0,8,Van,Low,Rainy,6,17,96.0,1,1,1,0,Long,Experienced
DLV877,12.0,14,Truck,High,Foggy,2,7,109.0,1,1,1,0,Medium,Intermediate
DLV878,13.0,17,Van,Low,Rainy,10,8,73.0,1,0,1,0,Medium,Experienced
DLV879,13.0,8,Van,High,Rainy,2,6,85.0,1,0,0,0,Medium,Intermediate
DLV880,29.0,15,Van,Low,Clear,0,11,89.0,1,0,0,0,Long,Beginner
DLV881,15.0,14,Van,Medium,Foggy,2,10,85.0,1,0,0,0,Medium,Intermediate
